"stockid","stocklong","year","SSB","TBbest","TCbest","TB","TC","R"
"ANCHMEDGSA9","Anchovy Ligurian and North Tyrrhenian Sea",2015,11000,17700,3890,17700,3890,1.66e+09
"ANCHOBAYB","Anchovy Bay of Biscay",1986,NA,NA,NA,NA,NA,16000
"ANCHOBAYB","Anchovy Bay of Biscay",1987,21300,21800,15300,21800,15300,31300
"ANCHOBAYB","Anchovy Bay of Biscay",1988,29500,30200,15600,30200,15600,9210
"ANCHOBAYB","Anchovy Bay of Biscay",1989,16000,16500,10600,16500,10600,67700
"ANCHOBAYB","Anchovy Bay of Biscay",1990,53900,55200,34300,55200,34300,22700
"ANCHOBAYB","Anchovy Bay of Biscay",1991,30000,31300,19600,31300,19600,89200
"ANCHOBAYB","Anchovy Bay of Biscay",1992,74100,75000,37900,75000,37900,63700
"ANCHOBAYB","Anchovy Bay of Biscay",1993,74000,75000,40400,75000,40400,41500
"ANCHOBAYB","Anchovy Bay of Biscay",1994,48700,49600,34600,49600,34600,46400
"ANCHOBAYB","Anchovy Bay of Biscay",1995,42100,42500,30100,42500,30100,50600
"ANCHOBAYB","Anchovy Bay of Biscay",1996,48200,48800,34400,48800,34400,40000
"ANCHOBAYB","Anchovy Bay of Biscay",1997,45900,47100,22300,47100,22300,94300
"ANCHOBAYB","Anchovy Bay of Biscay",1998,94300,96200,31600,96200,31600,43300
"ANCHOBAYB","Anchovy Bay of Biscay",1999,69200,70200,27300,70200,27300,89700
"ANCHOBAYB","Anchovy Bay of Biscay",2000,92600,92800,37000,92800,37000,73400
"ANCHOBAYB","Anchovy Bay of Biscay",2001,90200,91400,40100,91400,40100,12900
"ANCHOBAYB","Anchovy Bay of Biscay",2002,38900,40000,17500,40000,17500,19600
"ANCHOBAYB","Anchovy Bay of Biscay",2003,27600,27700,10600,27700,10600,30100
"ANCHOBAYB","Anchovy Bay of Biscay",2004,30700,30300,16400,30300,16400,3990
"ANCHOBAYB","Anchovy Bay of Biscay",2005,14400,14000,1130,14000,1130,16700
"ANCHOBAYB","Anchovy Bay of Biscay",2006,20300,20900,1750,20900,1750,21800
"ANCHOBAYB","Anchovy Bay of Biscay",2007,30600,31400,0,31400,0,9080
"ANCHOBAYB","Anchovy Bay of Biscay",2008,24400,24900,0,24900,0,10000
"ANCHOBAYB","Anchovy Bay of Biscay",2009,20300,21000,0,21000,0,46900
"ANCHOBAYB","Anchovy Bay of Biscay",2010,48500,50300,10300,50300,10300,111000
"ANCHOBAYB","Anchovy Bay of Biscay",2011,118000,119000,14500,119000,14500,44900
"ANCHOBAYB","Anchovy Bay of Biscay",2012,97600,98800,14400,98800,14400,37800
"ANCHOBAYB","Anchovy Bay of Biscay",2013,68900,69200,14200,69200,14200,69500
"ANCHOBAYB","Anchovy Bay of Biscay",2014,84200,82100,20100,82100,20100,116000
"ANCHOBAYB","Anchovy Bay of Biscay",2015,133000,147000,28300,147000,28300,54200
"ANCHOBAYB","Anchovy Bay of Biscay",2016,104000,153000,20700,153000,20700,78500
"ANCHOBAYB","Anchovy Bay of Biscay",2017,102000,NA,26500,NA,26500,98700
"ANCHOSA","Anchovy South Africa",1949,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1950,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1951,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1952,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1953,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1954,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1955,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1956,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1957,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1958,NA,NA,200,NA,200,NA
"ANCHOSA","Anchovy South Africa",1959,NA,NA,1400,NA,1400,NA
"ANCHOSA","Anchovy South Africa",1960,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1961,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1962,NA,NA,0,NA,0,NA
"ANCHOSA","Anchovy South Africa",1963,NA,NA,300,NA,300,NA
"ANCHOSA","Anchovy South Africa",1964,NA,NA,92400,NA,92400,NA
"ANCHOSA","Anchovy South Africa",1965,NA,NA,171000,NA,171000,NA
"ANCHOSA","Anchovy South Africa",1966,NA,NA,144000,NA,144000,NA
"ANCHOSA","Anchovy South Africa",1967,NA,NA,271000,NA,271000,NA
"ANCHOSA","Anchovy South Africa",1968,NA,NA,138000,NA,138000,NA
"ANCHOSA","Anchovy South Africa",1969,NA,NA,149000,NA,149000,NA
"ANCHOSA","Anchovy South Africa",1970,NA,NA,169000,NA,169000,NA
"ANCHOSA","Anchovy South Africa",1971,NA,NA,157000,NA,157000,NA
"ANCHOSA","Anchovy South Africa",1972,NA,NA,236000,NA,236000,NA
"ANCHOSA","Anchovy South Africa",1973,NA,NA,251000,NA,251000,NA
"ANCHOSA","Anchovy South Africa",1974,NA,NA,350000,NA,350000,NA
"ANCHOSA","Anchovy South Africa",1975,NA,NA,224000,NA,224000,NA
"ANCHOSA","Anchovy South Africa",1976,NA,NA,218000,NA,218000,NA
"ANCHOSA","Anchovy South Africa",1977,NA,NA,236000,NA,236000,NA
"ANCHOSA","Anchovy South Africa",1978,NA,NA,210000,NA,210000,NA
"ANCHOSA","Anchovy South Africa",1979,NA,NA,291000,NA,291000,NA
"ANCHOSA","Anchovy South Africa",1980,NA,NA,316000,NA,316000,NA
"ANCHOSA","Anchovy South Africa",1981,NA,NA,292000,NA,292000,NA
"ANCHOSA","Anchovy South Africa",1982,NA,NA,306000,NA,306000,NA
"ANCHOSA","Anchovy South Africa",1983,NA,NA,235000,NA,235000,NA
"ANCHOSA","Anchovy South Africa",1984,1990000,2760000,269000,2760000,269000,3.58e+11
"ANCHOSA","Anchovy South Africa",1985,1030000,1770000,277000,1770000,277000,9.49e+11
"ANCHOSA","Anchovy South Africa",1986,1830000,3450000,304000,3450000,304000,6.73e+11
"ANCHOSA","Anchovy South Africa",1987,1840000,3190000,6e+05,3190000,6e+05,5.79e+11
"ANCHOSA","Anchovy South Africa",1988,1390000,2350000,573000,2350000,573000,1.32e+11
"ANCHOSA","Anchovy South Africa",1989,665000,1030000,294000,1030000,294000,2.93e+11
"ANCHOSA","Anchovy South Africa",1990,619000,1180000,152000,1180000,152000,1.05e+12
"ANCHOSA","Anchovy South Africa",1991,1730000,3360000,151000,3360000,151000,7.12e+11
"ANCHOSA","Anchovy South Africa",1992,1710000,2900000,349000,2900000,349000,3.22e+11
"ANCHOSA","Anchovy South Africa",1993,1020000,1620000,236000,1620000,236000,1.39e+11
"ANCHOSA","Anchovy South Africa",1994,534000,848000,156000,848000,156000,3.39e+11
"ANCHOSA","Anchovy South Africa",1995,488000,876000,178000,876000,178000,1.16e+11
"ANCHOSA","Anchovy South Africa",1996,451000,767000,40900,767000,40900,4.53e+11
"ANCHOSA","Anchovy South Africa",1997,831000,1580000,60400,1580000,60400,4.46e+11
"ANCHOSA","Anchovy South Africa",1998,1090000,1980000,108000,1980000,108000,7.65e+11
"ANCHOSA","Anchovy South Africa",1999,1600000,3060000,180000,3060000,180000,2e+12
"ANCHOSA","Anchovy South Africa",2000,3540000,6820000,267000,6820000,267000,2.45e+12
"ANCHOSA","Anchovy South Africa",2001,5150000,9260000,288000,9260000,288000,1.16e+12
"ANCHOSA","Anchovy South Africa",2002,4130000,6770000,213000,6770000,213000,1.18e+12
"ANCHOSA","Anchovy South Africa",2003,3180000,5360000,259000,5360000,259000,6.11e+11
"ANCHOSA","Anchovy South Africa",2004,2280000,3730000,190000,3730000,190000,1.01e+12
"ANCHOSA","Anchovy South Africa",2005,2420000,4280000,283000,4280000,283000,5.04e+11
"ANCHOSA","Anchovy South Africa",2006,1770000,2960000,134000,2960000,134000,1.07e+12
"ANCHOSA","Anchovy South Africa",2007,2190000,4040000,253000,4040000,253000,1.4e+12
"ANCHOSA","Anchovy South Africa",2008,3040000,5500000,266000,5500000,266000,1.12e+12
"ANCHOSA","Anchovy South Africa",2009,3100000,5330000,174000,5330000,174000,5.81e+11
"ANCHOSA","Anchovy South Africa",2010,2110000,3410000,217000,3410000,217000,2.55e+11
"ANCHOSA","Anchovy South Africa",2011,1110000,1820000,120000,1820000,120000,1.36e+12
"ANCHOSA","Anchovy South Africa",2012,2360000,4610000,307000,4610000,307000,1.95e+12
"ANCHOSA","Anchovy South Africa",2013,2960000,5400000,78800,5400000,78800,5.6e+11
"ANCHOSA","Anchovy South Africa",2014,2840000,4450000,240000,4450000,240000,6.41e+11
"ANCHOSA","Anchovy South Africa",2015,2020000,3340000,238000,3340000,238000,NA
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1991,NA,NA,12400,NA,12400,NA
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1992,NA,NA,18100,NA,18100,NA
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1993,NA,NA,24200,NA,24200,NA
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1994,NA,NA,42900,NA,42900,NA
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1995,85700,170000,32800,170000,32800,52500
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1996,104000,185000,45600,185000,45600,43000
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1997,106000,176000,51300,176000,51300,35000
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1998,96500,168000,61900,168000,61900,44500
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",1999,78100,157000,67500,157000,67500,48600
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",2000,64600,119000,57500,119000,57500,23000
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",2001,46200,72300,37600,72300,37600,8430
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",2002,25500,35800,17400,35800,17400,2680
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",2003,13500,17100,7580,17100,7580,548
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",2004,7160,8320,5150,8320,5150,326
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",2005,NA,NA,4250,NA,4250,NA
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",2006,NA,NA,1900,NA,1900,NA
"ANCHOVYKILKACS","Anchovy kilka Iranian Caspian Sea",2007,NA,NA,1200,NA,1200,NA
"ANCHOWA","Anchovy West Africa",1990,NA,NA,10300,NA,10300,NA
"ANCHOWA","Anchovy West Africa",1991,NA,NA,27400,NA,27400,NA
"ANCHOWA","Anchovy West Africa",1992,NA,NA,34000,NA,34000,NA
"ANCHOWA","Anchovy West Africa",1993,NA,NA,16800,NA,16800,NA
"ANCHOWA","Anchovy West Africa",1994,NA,NA,10100,NA,10100,NA
"ANCHOWA","Anchovy West Africa",1995,NA,NA,11200,NA,11200,NA
"ANCHOWA","Anchovy West Africa",1996,NA,NA,15600,NA,15600,NA
"ANCHOWA","Anchovy West Africa",1997,NA,NA,59200,NA,59200,NA
"ANCHOWA","Anchovy West Africa",1998,NA,NA,120000,NA,120000,NA
"ANCHOWA","Anchovy West Africa",1999,NA,NA,124000,NA,124000,NA
"ANCHOWA","Anchovy West Africa",2000,NA,352000,120000,352000,120000,NA
"ANCHOWA","Anchovy West Africa",2001,NA,31000,140000,31000,140000,NA
"ANCHOWA","Anchovy West Africa",2002,NA,71000,122000,71000,122000,NA
"ANCHOWA","Anchovy West Africa",2003,NA,60000,116000,60000,116000,NA
"ANCHOWA","Anchovy West Africa",2004,NA,160000,150000,160000,150000,NA
"ANCHOWA","Anchovy West Africa",2005,NA,153000,120000,153000,120000,NA
"ANCHOWA","Anchovy West Africa",2006,NA,74000,140000,74000,140000,NA
"ANCHOWA","Anchovy West Africa",2007,NA,186000,122000,186000,122000,NA
"ANCHOWA","Anchovy West Africa",2008,NA,126000,116000,126000,116000,NA
"ANCHOWA","Anchovy West Africa",2009,NA,53000,150000,53000,150000,NA
"ANCHOWA","Anchovy West Africa",2010,NA,143000,120000,143000,120000,NA
"ARGANCHONARG","Argentine anchoita Northern Argentina",1989,NA,NA,NA,NA,NA,1.26e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",1990,1070000,1340000,11600,1340000,11600,9.87e+10
"ARGANCHONARG","Argentine anchoita Northern Argentina",1991,975000,1170000,19800,1170000,19800,8.35e+10
"ARGANCHONARG","Argentine anchoita Northern Argentina",1992,844000,1010000,18800,1010000,18800,1.1e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",1993,793000,995000,13200,995000,13200,2.01e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",1994,1e+06,1380000,18300,1380000,18300,2.63e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",1995,1480000,2e+06,19100,2e+06,19100,5.63e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",1996,2460000,3540000,18400,3540000,18400,2.37e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",1997,3040000,3590000,22100,3590000,22100,3.05e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",1998,2890000,3530000,19900,3530000,19900,3.06e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",1999,2420000,3070000,9030,3070000,9030,3.86e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2000,2940000,3860000,12900,3860000,12900,5.7e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2001,3700000,5150000,14500,5150000,14500,2.06e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2002,3320000,3800000,21200,3800000,21200,3.85e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2003,2820000,3540000,28300,3540000,28300,1.01e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2004,2390000,2570000,40300,2570000,40300,5.85e+10
"ARGANCHONARG","Argentine anchoita Northern Argentina",2005,1460000,1590000,39000,1590000,39000,1.31e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2006,1070000,1350000,47100,1350000,47100,1.29e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2007,1030000,1320000,25000,1320000,25000,1.55e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2008,960000,1230000,21300,1230000,21300,7.77e+10
"ARGANCHONARG","Argentine anchoita Northern Argentina",2009,1040000,1220000,28200,1220000,28200,1.02e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2010,862000,1080000,22700,1080000,22700,1.9e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2011,1070000,1480000,20000,1480000,20000,1.93e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2012,1330000,1740000,15100,1740000,15100,1.97e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2013,1490000,1930000,18000,1930000,18000,2.35e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2014,1620000,2130000,13800,2130000,13800,2.33e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2015,1770000,2300000,12500,2300000,12500,2.29e+11
"ARGANCHONARG","Argentine anchoita Northern Argentina",2016,1890000,2380000,NA,2380000,NA,NA
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1989,NA,NA,NA,NA,NA,2.21e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1990,734000,1570000,1760,1570000,1760,1.72e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1991,930000,1610000,1480,1610000,1480,9.77e+10
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1992,897000,1320000,1290,1320000,1290,1.68e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1993,661000,1070000,5730,1070000,5730,1.64e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1994,808000,1490000,2120,1490000,2120,2.08e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1995,806000,1470000,6520,1470000,6520,7.88e+10
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1996,859000,1180000,4550,1180000,4550,4.19e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1997,863000,2170000,4190,2170000,4190,1.78e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1998,916000,1430000,663,1430000,663,2.28e+10
"ARGANCHOSARG","Argentine anchoita Southern Argentina",1999,875000,1010000,6430,1010000,6430,1.15e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2000,715000,1070000,1690,1070000,1690,1.28e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2001,589000,1060000,953,1060000,953,9.62e+10
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2002,592000,976000,762,976000,762,3.17e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2003,668000,1680000,1530,1680000,1530,1.84e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2004,905000,1610000,1020,1610000,1020,2.1e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2005,1050000,1820000,4950,1820000,4950,7.78e+10
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2006,951000,1330000,1920,1330000,1920,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2007,773000,1250000,3270,1250000,3270,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2008,704000,1240000,2440,1240000,2440,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2009,711000,1240000,303,1240000,303,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2010,714000,1250000,4750,1250000,4750,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2011,719000,1250000,1440,1250000,1440,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2012,722000,1250000,671,1250000,671,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2013,723000,1250000,458,1250000,458,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2014,723000,1250000,1420,1250000,1420,1.42e+11
"ARGANCHOSARG","Argentine anchoita Southern Argentina",2015,723000,1250000,2280,1250000,2280,NA
"ASCADECS","Amberstripe scad East China Sea",1973,NA,NA,30700,NA,30700,NA
"ASCADECS","Amberstripe scad East China Sea",1974,NA,NA,30600,NA,30600,NA
"ASCADECS","Amberstripe scad East China Sea",1975,NA,NA,35600,NA,35600,NA
"ASCADECS","Amberstripe scad East China Sea",1976,NA,NA,62100,NA,62100,NA
"ASCADECS","Amberstripe scad East China Sea",1977,NA,NA,77100,NA,77100,NA
"ASCADECS","Amberstripe scad East China Sea",1978,NA,NA,80900,NA,80900,NA
"ASCADECS","Amberstripe scad East China Sea",1979,NA,NA,82500,NA,82500,NA
"ASCADECS","Amberstripe scad East China Sea",1980,NA,NA,72700,NA,72700,NA
"ASCADECS","Amberstripe scad East China Sea",1981,NA,NA,47900,NA,47900,NA
"ASCADECS","Amberstripe scad East China Sea",1982,NA,NA,56200,NA,56200,NA
"ASCADECS","Amberstripe scad East China Sea",1983,NA,NA,30100,NA,30100,NA
"ASCADECS","Amberstripe scad East China Sea",1984,NA,NA,80700,NA,80700,NA
"ASCADECS","Amberstripe scad East China Sea",1985,NA,NA,56500,NA,56500,NA
"ASCADECS","Amberstripe scad East China Sea",1986,NA,NA,42600,NA,42600,NA
"ASCADECS","Amberstripe scad East China Sea",1987,NA,NA,45200,NA,45200,NA
"ASCADECS","Amberstripe scad East China Sea",1988,NA,NA,31000,NA,31000,NA
"ASCADECS","Amberstripe scad East China Sea",1989,NA,NA,65400,NA,65400,NA
"ASCADECS","Amberstripe scad East China Sea",1990,NA,NA,66000,NA,66000,NA
"ASCADECS","Amberstripe scad East China Sea",1991,NA,NA,53900,NA,53900,NA
"ASCADECS","Amberstripe scad East China Sea",1992,NA,NA,27000,NA,27000,NA
"ASCADECS","Amberstripe scad East China Sea",1993,NA,NA,27000,NA,27000,NA
"ASCADECS","Amberstripe scad East China Sea",1994,NA,NA,23100,NA,23100,NA
"ASCADECS","Amberstripe scad East China Sea",1995,NA,NA,32700,NA,32700,NA
"ASCADECS","Amberstripe scad East China Sea",1996,NA,NA,30800,NA,30800,NA
"ASCADECS","Amberstripe scad East China Sea",1997,NA,NA,26500,NA,26500,NA
"ASCADECS","Amberstripe scad East China Sea",1998,NA,NA,17700,NA,17700,NA
"ASCADECS","Amberstripe scad East China Sea",1999,NA,NA,21200,NA,21200,NA
"ASCADECS","Amberstripe scad East China Sea",2000,NA,NA,11400,NA,11400,NA
"ASCADECS","Amberstripe scad East China Sea",2001,NA,NA,15000,NA,15000,NA
"ASCADECS","Amberstripe scad East China Sea",2002,NA,NA,17500,NA,17500,NA
"ASCADECS","Amberstripe scad East China Sea",2003,NA,NA,15900,NA,15900,NA
"ASCADECS","Amberstripe scad East China Sea",2004,NA,NA,10800,NA,10800,NA
"ASCADECS","Amberstripe scad East China Sea",2005,NA,NA,8770,NA,8770,NA
"ASCADECS","Amberstripe scad East China Sea",2006,NA,NA,8190,NA,8190,NA
"ASCADECS","Amberstripe scad East China Sea",2007,NA,NA,9710,NA,9710,NA
"ASCADECS","Amberstripe scad East China Sea",2008,NA,NA,13900,NA,13900,NA
"ASCADECS","Amberstripe scad East China Sea",2009,NA,NA,13400,NA,13400,NA
"ASCADECS","Amberstripe scad East China Sea",2010,NA,NA,11400,NA,11400,NA
"ASCADECS","Amberstripe scad East China Sea",2011,NA,NA,8840,NA,8840,NA
"ASCADECS","Amberstripe scad East China Sea",2012,NA,NA,8450,NA,8450,NA
"ASCADECS","Amberstripe scad East China Sea",2013,NA,NA,6780,NA,6780,NA
"BJMACKXa2","Blue jack mackerel Azores",1978,NA,NA,3000,NA,2990,NA
"BJMACKXa2","Blue jack mackerel Azores",1979,NA,NA,4440,NA,4440,NA
"BJMACKXa2","Blue jack mackerel Azores",1980,NA,NA,3350,NA,3350,NA
"BJMACKXa2","Blue jack mackerel Azores",1981,NA,NA,2520,NA,2520,NA
"BJMACKXa2","Blue jack mackerel Azores",1982,NA,NA,2860,NA,2860,NA
"BJMACKXa2","Blue jack mackerel Azores",1983,NA,NA,4170,NA,4170,NA
"BJMACKXa2","Blue jack mackerel Azores",1984,NA,NA,3690,NA,3690,NA
"BJMACKXa2","Blue jack mackerel Azores",1985,NA,NA,3950,NA,3950,NA
"BJMACKXa2","Blue jack mackerel Azores",1986,NA,NA,3920,NA,3920,NA
"BJMACKXa2","Blue jack mackerel Azores",1987,NA,NA,3670,NA,3670,NA
"BJMACKXa2","Blue jack mackerel Azores",1988,NA,NA,3820,NA,3820,NA
"BJMACKXa2","Blue jack mackerel Azores",1989,NA,NA,3370,NA,3370,NA
"BJMACKXa2","Blue jack mackerel Azores",1990,NA,NA,3580,NA,3020,NA
"BJMACKXa2","Blue jack mackerel Azores",1991,NA,NA,2060,NA,1770,NA
"BJMACKXa2","Blue jack mackerel Azores",1992,NA,NA,2120,NA,1760,NA
"BJMACKXa2","Blue jack mackerel Azores",1993,NA,NA,3020,NA,2450,NA
"BJMACKXa2","Blue jack mackerel Azores",1994,NA,NA,2850,NA,2390,NA
"BJMACKXa2","Blue jack mackerel Azores",1995,NA,NA,3150,NA,2650,NA
"BJMACKXa2","Blue jack mackerel Azores",1996,NA,NA,2920,NA,2440,NA
"BJMACKXa2","Blue jack mackerel Azores",1997,NA,NA,2920,NA,2510,NA
"BJMACKXa2","Blue jack mackerel Azores",1998,NA,NA,2580,NA,2130,NA
"BJMACKXa2","Blue jack mackerel Azores",1999,NA,NA,1560,NA,1020,NA
"BJMACKXa2","Blue jack mackerel Azores",2000,NA,NA,1400,NA,910,NA
"BJMACKXa2","Blue jack mackerel Azores",2001,NA,NA,1680,NA,1410,NA
"BJMACKXa2","Blue jack mackerel Azores",2002,NA,NA,2060,NA,1840,NA
"BJMACKXa2","Blue jack mackerel Azores",2003,NA,NA,2300,NA,1940,NA
"BJMACKXa2","Blue jack mackerel Azores",2004,NA,NA,2110,NA,1710,NA
"BJMACKXa2","Blue jack mackerel Azores",2005,NA,NA,2250,NA,1830,NA
"BJMACKXa2","Blue jack mackerel Azores",2006,NA,NA,2160,NA,1780,NA
"BJMACKXa2","Blue jack mackerel Azores",2007,NA,NA,2260,NA,1810,NA
"BJMACKXa2","Blue jack mackerel Azores",2008,NA,NA,1940,NA,1620,NA
"BJMACKXa2","Blue jack mackerel Azores",2009,NA,NA,1740,NA,1700,NA
"BJMACKXa2","Blue jack mackerel Azores",2010,NA,NA,1730,NA,1700,NA
"BJMACKXa2","Blue jack mackerel Azores",2011,NA,NA,2010,NA,1790,NA
"BJMACKXa2","Blue jack mackerel Azores",2012,NA,NA,1470,NA,1040,NA
"BJMACKXa2","Blue jack mackerel Azores",2013,NA,NA,1590,NA,1150,NA
"BJMACKXa2","Blue jack mackerel Azores",2014,NA,NA,1610,NA,1250,NA
"BJMACKXa2","Blue jack mackerel Azores",2015,NA,NA,1540,NA,1140,NA
"BJMACKXa2","Blue jack mackerel Azores",2016,NA,NA,1190,NA,NA,NA
"BJMACKXa2","Blue jack mackerel Azores",2017,NA,NA,991,NA,NA,NA
"BMACKECS","Spotted mackerel East China Sea",1992,46600,111000,36900,111000,36900,1.45e+08
"BMACKECS","Spotted mackerel East China Sea",1993,42500,187000,57200,187000,57200,4.54e+08
"BMACKECS","Spotted mackerel East China Sea",1994,66000,164000,62600,164000,62600,2.79e+08
"BMACKECS","Spotted mackerel East China Sea",1995,63500,150000,59100,150000,59100,3.21e+08
"BMACKECS","Spotted mackerel East China Sea",1996,61900,159000,47200,159000,47200,2.66e+08
"BMACKECS","Spotted mackerel East China Sea",1997,70400,197000,57900,197000,57900,3.9e+08
"BMACKECS","Spotted mackerel East China Sea",1998,77000,238000,71900,238000,71900,5.53e+08
"BMACKECS","Spotted mackerel East China Sea",1999,85000,226000,109000,226000,109000,4.19e+08
"BMACKECS","Spotted mackerel East China Sea",2000,69600,149000,67300,149000,67300,1.95e+08
"BMACKECS","Spotted mackerel East China Sea",2001,48000,161000,57700,161000,57700,3.44e+08
"BMACKECS","Spotted mackerel East China Sea",2002,47100,126000,48500,126000,48500,1.92e+08
"BMACKECS","Spotted mackerel East China Sea",2003,46600,117000,49100,117000,49100,1.95e+08
"BMACKECS","Spotted mackerel East China Sea",2004,38400,166000,37000,166000,37000,3.9e+08
"BMACKECS","Spotted mackerel East China Sea",2005,70500,186000,91500,186000,91500,3.05e+08
"BMACKECS","Spotted mackerel East China Sea",2006,56100,157000,63900,157000,63900,2.87e+08
"BMACKECS","Spotted mackerel East China Sea",2007,50000,119000,55000,119000,55000,1.91e+08
